[2024-01-03 13:19:45.327, Search APP Start Time: 13:19:44.882,  End time: 13:19:45.329,  Total Time: 454]
[2024-01-03 13:26:16.197, Search APP Start Time: 13:26:15.956,  End time: 13:26:16.198,  Total Time: 241]
[2024-01-03 13:26:21.684, Search APP Start Time: 13:26:21.341,  End time: 13:26:21.684,  Total Time: 343]
[2024-01-03 13:26:30.857, Search APP Start Time: 13:26:30.587,  End time: 13:26:30.857,  Total Time: 270]
[2024-01-03 13:26:40.788, Search APP Start Time: 13:26:40.576,  End time: 13:26:40.788,  Total Time: 212]
[2024-01-03 13:34:43.39, Search APP Start Time: 13:34:42.977,  End time: 13:34:43.390,  Total Time: 421]
[2024-01-03 13:34:51.16, Search APP Start Time: 13:34:50.950,  End time: 13:34:51.161,  Total Time: 210]
[2024-01-03 13:43:35.085, Search APP Start Time: 13:43:34.640,  End time: 13:43:35.087,  Total Time: 455]
[2024-01-03 13:50:34.917, Search APP Start Time: 13:50:34.411,  End time: 13:50:34.919,  Total Time: 518]
[2024-01-03 14:27:13.606, Search APP Start Time: 14:27:03.518,  End time: 14:27:13.608,  Total Time: 10098]
[2024-01-03 14:29:28.949, Search APP Start Time: 14:29:24.642,  End time: 14:29:28.950,  Total Time: 4315]
[2024-01-03 14:36:49.566, Search APP Start Time: 14:36:49.256,  End time: 14:36:49.568,  Total Time: 326]
[2024-01-03 14:37:22.365, Search APP Start Time: 14:37:22.068,  End time: 14:37:22.365,  Total Time: 297]
[2024-01-03 15:56:58.827, Search APP Start Time: 15:56:58.423,  End time: 15:56:58.827,  Total Time: 414]
[2024-01-03 16:02:20.058, Search APP Start Time: 16:02:19.985,  End time: 16:02:20.058,  Total Time: 73]
[2024-01-03 16:10:16.601, Search APP Start Time: 16:10:14.823,  End time: 16:10:16.601,  Total Time: 1813]
[2024-01-03 16:13:48.939, Search APP Start Time: 16:13:47.065,  End time: 16:13:48.939,  Total Time: 1874]
[2024-01-03 16:14:02.643, Search APP Start Time: 16:14:02.431,  End time: 16:14:02.643,  Total Time: 212]
[2024-01-03 16:58:49.763, Search APP Start Time: 16:58:49.333,  End time: 16:58:49.764,  Total Time: 442]
[2024-01-03 17:28:52.292, Search APP Start Time: 17:28:51.376,  End time: 17:28:52.292,  Total Time: 916]
[2024-01-03 17:30:04.407, Search APP Start Time: 17:30:03.714,  End time: 17:30:04.407,  Total Time: 693]
[2024-01-03 17:42:04.786, Search APP Start Time: 17:42:04.308,  End time: 17:42:04.788,  Total Time: 492]
[2024-01-03 17:43:18.869, Search APP Start Time: 17:43:18.606,  End time: 17:43:18.870,  Total Time: 263]
[2024-01-03 18:39:56.775, Search APP Start Time: 18:39:56.509,  End time: 18:39:56.775,  Total Time: 267]
[2024-01-03 18:41:03.723, Search APP Start Time: 18:41:03.304,  End time: 18:41:03.724,  Total Time: 430]
[2024-01-03 18:41:23.705, Search APP Start Time: 18:41:23.380,  End time: 18:41:23.706,  Total Time: 325]
[2024-01-03 18:41:25.442, Search APP Start Time: 18:41:25.264,  End time: 18:41:25.442,  Total Time: 178]
[2024-01-03 18:41:27.347, Search APP Start Time: 18:41:26.964,  End time: 18:41:27.348,  Total Time: 383]
[2024-01-03 18:42:45.57, Search APP Start Time: 18:42:45.303,  End time: 18:42:45.570,  Total Time: 267]
[2024-01-03 18:42:52.778, Search APP Start Time: 18:42:52.520,  End time: 18:42:52.778,  Total Time: 258]
[2024-01-03 18:57:34.034, Search APP Start Time: 18:57:33.632,  End time: 18:57:34.035,  Total Time: 414]
[2024-01-03 18:58:32.851, Search APP Start Time: 18:58:32.601,  End time: 18:58:32.853,  Total Time: 250]
[2024-01-03 18:58:56.417, Search APP Start Time: 18:58:55.870,  End time: 18:58:56.417,  Total Time: 547]
[2024-01-03 18:59:32.197, Search APP Start Time: 18:59:31.876,  End time: 18:59:32.198,  Total Time: 321]
[2024-01-04 13:00:39.802, Search APP Start Time: 13:00:39.389,  End time: 13:00:39.802,  Total Time: 413]
[2024-01-04 13:04:38.948, Search APP Start Time: 13:04:38.579,  End time: 13:04:38.949,  Total Time: 382]
[2024-01-04 13:05:48.342, Search APP Start Time: 13:05:48.009,  End time: 13:05:48.344,  Total Time: 343]
[2024-01-04 13:08:14.558, Search APP Start Time: 13:08:14.134,  End time: 13:08:14.558,  Total Time: 435]
[2024-01-04 13:12:38.816, Search APP Start Time: 13:12:38.426,  End time: 13:12:38.816,  Total Time: 401]
[2024-01-04 13:13:59.371, Search APP Start Time: 13:13:59.136,  End time: 13:13:59.372,  Total Time: 235]
[2024-01-04 13:14:15.075, Search APP Start Time: 13:14:14.868,  End time: 13:14:15.076,  Total Time: 207]
[2024-01-04 13:14:38.495, Search APP Start Time: 13:14:38.259,  End time: 13:14:38.496,  Total Time: 236]
[2024-01-04 13:20:07.603, Search APP Start Time: 13:20:07.121,  End time: 13:20:07.603,  Total Time: 498]
[2024-01-04 13:23:44.751, Search APP Start Time: 13:23:44.344,  End time: 13:23:44.753,  Total Time: 418]
[2024-01-04 13:23:49.332, Search APP Start Time: 13:23:49.017,  End time: 13:23:49.332,  Total Time: 315]
[2024-01-04 13:25:03.533, Search APP Start Time: 13:25:03.281,  End time: 13:25:03.534,  Total Time: 262]
[2024-01-04 13:25:12.4, Search APP Start Time: 13:25:12.148,  End time: 13:25:12.400,  Total Time: 252]
[2024-01-04 13:42:29.407, Search APP Start Time: 13:42:29.024,  End time: 13:42:29.409,  Total Time: 392]
[2024-01-04 13:43:14.316, Search APP Start Time: 13:43:13.906,  End time: 13:43:14.316,  Total Time: 410]
[2024-01-04 13:47:03.588, Search APP Start Time: 13:47:03.267,  End time: 13:47:03.590,  Total Time: 332]
[2024-01-04 13:50:33.809, Search APP Start Time: 13:50:33.483,  End time: 13:50:33.810,  Total Time: 337]
[2024-01-04 13:51:02.152, Search APP Start Time: 13:51:01.692,  End time: 13:51:02.153,  Total Time: 460]
[2024-01-04 13:54:50.947, Search APP Start Time: 13:54:50.645,  End time: 13:54:50.948,  Total Time: 302]
[2024-01-04 13:57:40.287, Search APP Start Time: 13:57:39.971,  End time: 13:57:40.289,  Total Time: 333]
[2024-01-04 13:58:22.307, Search APP Start Time: 13:58:21.904,  End time: 13:58:22.309,  Total Time: 403]
[2024-01-04 13:58:59.698, Search APP Start Time: 13:58:59.490,  End time: 13:58:59.698,  Total Time: 208]
[2024-01-04 14:12:23.899, Search APP Start Time: 14:12:21.617,  End time: 14:12:23.901,  Total Time: 2298]
[2024-01-04 14:12:31.767, Search APP Start Time: 14:12:31.244,  End time: 14:12:31.769,  Total Time: 523]
[2024-01-04 14:13:33.325, Search APP Start Time: 14:13:33.041,  End time: 14:13:33.327,  Total Time: 284]
[2024-01-04 14:21:16.56, Search APP Start Time: 14:21:16.020,  End time: 14:21:16.561,  Total Time: 541]
[2024-01-04 15:15:25.275, Search APP Start Time: 15:15:24.847,  End time: 15:15:25.277,  Total Time: 428]
[2024-01-04 15:17:49.258, Search APP Start Time: 15:17:48.896,  End time: 15:17:49.259,  Total Time: 362]
[2024-01-04 15:17:55.227, Search APP Start Time: 15:17:54.984,  End time: 15:17:55.227,  Total Time: 243]
[2024-01-04 15:24:03.65, Search APP Start Time: 15:24:03.203,  End time: 15:24:03.650,  Total Time: 447]
[2024-01-04 18:07:27.546, Search APP Start Time: 18:07:27.280,  End time: 18:07:27.546,  Total Time: 266]
[2024-01-04 18:07:48.127, Search APP Start Time: 18:07:47.509,  End time: 18:07:48.128,  Total Time: 618]
[2024-01-04 18:07:57.97, Search APP Start Time: 18:07:57.581,  End time: 18:07:57.971,  Total Time: 389]
[2024-01-04 18:10:50.704, Search APP Start Time: 18:10:50.678,  End time: 18:10:50.704,  Total Time: 26]
[2024-01-04 18:11:18.431, Search APP Start Time: 18:11:18.402,  End time: 18:11:18.431,  Total Time: 29]
[2024-01-04 18:11:38.409, Search APP Start Time: 18:11:38.397,  End time: 18:11:38.409,  Total Time: 13]
[2024-01-04 18:51:36.959, Search APP Start Time: 18:51:36.934,  End time: 18:51:36.959,  Total Time: 25]
[2024-01-04 18:51:52.772, Search APP Start Time: 18:51:51.992,  End time: 18:51:52.772,  Total Time: 780]
[2024-01-04 22:55:16.616, Search APP Start Time: 22:55:16.541,  End time: 22:55:16.617,  Total Time: 75]
[2024-01-04 22:55:28.257, Search APP Start Time: 22:55:27.919,  End time: 22:55:28.257,  Total Time: 338]
[2024-01-04 22:56:00.692, Search APP Start Time: 22:56:00.338,  End time: 22:56:00.692,  Total Time: 354]
[2024-01-08 17:06:00.97, Search APP Start Time: 17:05:59.447,  End time: 17:06:00.974,  Total Time: 1523]
[2024-01-08 22:34:49.042, Search APP Start Time: 22:34:48.969,  End time: 22:34:49.042,  Total Time: 73]
[2024-01-09 17:03:13.162, Search APP Start Time: 17:03:12.332,  End time: 17:03:13.163,  Total Time: 830]
[2024-01-09 18:05:10.471, Search APP Start Time: 18:05:08.202,  End time: 18:05:10.471,  Total Time: 2269]
[2024-01-09 21:38:36.752, Search APP Start Time: 21:38:36.063,  End time: 21:38:36.752,  Total Time: 689]
[2024-01-10 14:15:50.001, Search APP Start Time: 14:15:49.529,  End time: 14:15:50.002,  Total Time: 473]
[2024-01-10 15:10:35.319, Search APP Start Time: 15:10:34.947,  End time: 15:10:35.319,  Total Time: 372]
[2024-01-10 15:12:09.358, Search APP Start Time: 15:12:09.067,  End time: 15:12:09.359,  Total Time: 291]
[2024-01-10 15:12:28.241, Search APP Start Time: 15:12:27.953,  End time: 15:12:28.241,  Total Time: 288]
[2024-01-10 15:13:26.79, Search APP Start Time: 15:13:26.252,  End time: 15:13:26.791,  Total Time: 538]
[2024-01-10 15:14:59.467, Search APP Start Time: 15:14:59.140,  End time: 15:14:59.468,  Total Time: 345]
[2024-01-10 15:17:52.739, Search APP Start Time: 15:17:52.368,  End time: 15:17:52.740,  Total Time: 382]
[2024-01-10 15:29:27.271, Search APP Start Time: 15:29:26.436,  End time: 15:29:27.272,  Total Time: 847]
[2024-01-10 15:31:40.584, Search APP Start Time: 15:31:39.858,  End time: 15:31:40.585,  Total Time: 809]
[2024-01-10 15:32:08.414, Search APP Start Time: 15:32:06.706,  End time: 15:32:08.415,  Total Time: 1708]
[2024-01-10 15:34:57.668, Search APP Start Time: 15:34:56.941,  End time: 15:34:57.670,  Total Time: 742]
[2024-01-10 15:53:33.145, Search APP Start Time: 15:53:32.194,  End time: 15:53:33.146,  Total Time: 952]
[2024-01-10 16:06:57.698, Search APP Start Time: 16:06:57.176,  End time: 16:06:57.700,  Total Time: 533]
[2024-01-10 16:20:54.094, Search APP Start Time: 16:20:53.724,  End time: 16:20:54.095,  Total Time: 382]
[2024-01-10 16:21:38.251, Search APP Start Time: 16:21:37.543,  End time: 16:21:38.252,  Total Time: 708]
[2024-01-10 16:23:43.68, Search APP Start Time: 16:23:43.129,  End time: 16:23:43.682,  Total Time: 560]
[2024-01-10 20:29:15.653, Search APP Start Time: 20:29:14.845,  End time: 20:29:15.655,  Total Time: 819]
[2024-01-10 20:30:37.546, Search APP Start Time: 20:30:36.927,  End time: 20:30:37.548,  Total Time: 630]
[2024-01-10 20:32:02.667, Search APP Start Time: 20:32:01.893,  End time: 20:32:02.669,  Total Time: 786]
[2024-01-10 20:33:54.575, Search APP Start Time: 20:33:53.807,  End time: 20:33:54.578,  Total Time: 768]
[2024-01-10 20:35:49.092, Search APP Start Time: 20:35:48.526,  End time: 20:35:49.092,  Total Time: 567]
[2024-01-10 20:41:28.691, Search APP Start Time: 20:41:27.895,  End time: 20:41:28.694,  Total Time: 807]
[2024-01-10 20:45:15.722, Search APP Start Time: 20:45:15.007,  End time: 20:45:15.725,  Total Time: 725]
[2024-01-11 10:48:05.886, Search APP Start Time: 10:48:04.674,  End time: 10:48:05.887,  Total Time: 1228]
[2024-01-11 15:16:07.762, Search APP Start Time: 15:16:07.122,  End time: 15:16:07.763,  Total Time: 654]
[2024-01-15 14:09:00.719, Search APP Start Time: 14:09:00.170,  End time: 14:09:00.720,  Total Time: 549]
[2024-01-15 14:19:20.49, Search APP Start Time: 14:19:20.051,  End time: 14:19:20.491,  Total Time: 439]
[2024-01-15 15:12:12.591, Search APP Start Time: 15:12:10.203,  End time: 15:12:12.591,  Total Time: 2388]
[2024-01-15 15:14:22.803, Search APP Start Time: 15:14:22.302,  End time: 15:14:22.803,  Total Time: 501]
[2024-01-15 19:00:00.062, Search APP Start Time: 18:59:57.520,  End time: 19:00:00.063,  Total Time: 2542]
[2024-01-15 19:02:09.096, Search APP Start Time: 19:02:07.012,  End time: 19:02:09.096,  Total Time: 2084]
[2024-01-15 20:41:47.493, Search APP Start Time: 20:41:44.842,  End time: 20:41:47.493,  Total Time: 2651]
[2024-01-15 20:42:32.556, Search APP Start Time: 20:42:30.418,  End time: 20:42:32.557,  Total Time: 2138]
[2024-01-15 20:49:23.795, Search APP Start Time: 20:49:21.776,  End time: 20:49:23.795,  Total Time: 2019]
[2024-01-15 20:50:16.278, Search APP Start Time: 20:50:14.424,  End time: 20:50:16.279,  Total Time: 1854]
[2024-01-15 20:51:01.12, Search APP Start Time: 20:51:00.166,  End time: 20:51:01.120,  Total Time: 955]
[2024-01-15 20:51:56.892, Search APP Start Time: 20:51:56.738,  End time: 20:51:56.892,  Total Time: 154]
[2024-01-15 20:52:11.834, Search APP Start Time: 20:52:11.026,  End time: 20:52:11.834,  Total Time: 808]
[2024-01-15 20:52:40.557, Search APP Start Time: 20:52:40.381,  End time: 20:52:40.558,  Total Time: 176]
[2024-01-15 20:53:26.793, Search APP Start Time: 20:53:23.202,  End time: 20:53:26.794,  Total Time: 3591]
[2024-01-15 20:59:48.583, Search APP Start Time: 20:59:48.035,  End time: 20:59:48.584,  Total Time: 548]
[2024-01-15 21:04:39.736, Search APP Start Time: 21:04:37.936,  End time: 21:04:39.736,  Total Time: 1800]
[2024-01-15 21:10:17.683, Search APP Start Time: 21:10:15.660,  End time: 21:10:17.683,  Total Time: 2024]
[2024-01-15 21:10:58.93, Search APP Start Time: 21:10:57.967,  End time: 21:10:58.930,  Total Time: 963]
[2024-01-15 21:11:00.785, Search APP Start Time: 21:11:00.622,  End time: 21:11:00.785,  Total Time: 163]
[2024-01-15 21:11:02.429, Search APP Start Time: 21:11:02.266,  End time: 21:11:02.429,  Total Time: 163]
[2024-01-15 21:11:31.939, Search APP Start Time: 21:11:31.787,  End time: 21:11:31.939,  Total Time: 152]
[2024-01-15 21:12:23.866, Search APP Start Time: 21:12:21.984,  End time: 21:12:23.866,  Total Time: 1882]
[2024-01-15 21:14:49.775, Search APP Start Time: 21:14:47.890,  End time: 21:14:49.776,  Total Time: 1885]
[2024-01-15 21:16:30.062, Search APP Start Time: 21:16:27.832,  End time: 21:16:30.062,  Total Time: 2230]
[2024-01-16 14:15:53.974, Search APP Start Time: 14:15:51.949,  End time: 14:15:53.977,  Total Time: 2037]
[2024-01-16 14:17:15.88, Search APP Start Time: 14:17:12.669,  End time: 14:17:15.880,  Total Time: 3211]
[2024-01-16 14:20:39.283, Search APP Start Time: 14:20:38.052,  End time: 14:20:39.284,  Total Time: 1232]
[2024-01-16 14:22:03.528, Search APP Start Time: 14:22:01.702,  End time: 14:22:03.529,  Total Time: 1826]
[2024-01-16 14:22:54.684, Search APP Start Time: 14:22:53.604,  End time: 14:22:54.684,  Total Time: 1080]
[2024-01-16 14:24:33.454, Search APP Start Time: 14:24:31.470,  End time: 14:24:33.454,  Total Time: 1984]
[2024-01-16 16:18:37.833, Search APP Start Time: 16:18:34.921,  End time: 16:18:37.833,  Total Time: 2912]
